business_id,transaction_item_id,transaction_id,item_id,staff_id,quantity,gross_amount_ex_gst,discount_ex_gst,refund_ex_gst,net_amount_ex_gst,direct_cost,original_transaction_item_id
B001,L00449,T00378,SV02,S02,1,180,0,0,180,30,
B001,L00450,T00379,SV01,S02,1,70,0,0,70,5,
B001,L00451,T00380,SV01,S02,1,70,0,0,70,5,
B001,L00452,T00381,SV01,S02,1,70,0,0,70,5,
B001,L00453,T00382,SV01,S02,1,70,0,0,70,5,
B001,L00454,T00383,SV01,S02,1,70,0,0,70,5,
B001,L00455,T00384,SV01,S02,1,70,0,0,70,5,
B001,L00456,T00385,SV01,S02,1,70,0,0,70,5,
B001,L00457,T00386,SV01,S02,1,70,0,0,70,5,
B001,L00458,T00387,SV01,S02,1,70,0,0,70,5,
B001,L00459,T00388,SV01,S02,1,70,0,0,70,5,
B001,L00460,T00369,P01,S02,1,30,0,0,30,12,
B001,L00461,T00370,P01,S02,1,30,0,0,30,12,
B001,L00462,T00371,P01,S02,1,30,0,0,30,12,
B001,L00463,T00389,SV02,S03,1,180,0,0,180,30,
B001,L00464,T00390,SV02,S03,1,180,0,0,180,30,
B001,L00465,T00391,SV02,S03,1,180,0,0,180,30,
B001,L00466,T00392,SV02,S03,1,180,0,0,180,30,
B001,L00467,T00393,SV02,S03,1,180,0,0,180,30,
B001,L00468,T00394,SV02,S03,1,180,0,0,180,30,
B001,L00469,T00395,SV02,S03,1,180,0,0,180,30,
B001,L00470,T00396,SV02,S03,1,180,0,0,180,30,
B001,L00471,T00397,SV02,S03,1,180,0,0,180,30,
B001,L00472,T00398,SV02,S03,1,180,0,0,180,30,
B001,L00473,T00399,SV02,S03,1,180,0,0,180,30,
B001,L00474,T00400,SV02,S03,1,180,0,0,180,30,
B001,L00475,T00401,SV01,S03,1,70,0,0,70,5,
B001,L00476,T00402,SV01,S03,1,70,0,0,70,5,
B001,L00477,T00403,SV01,S03,1,70,0,0,70,5,
B001,L00478,T00404,SV01,S03,1,70,0,0,70,5,
B001,L00479,T00405,SV01,S03,1,70,0,0,70,5,
B001,L00480,T00406,SV01,S03,1,70,0,0,70,5,
B001,L00481,T00389,P01,S03,1,30,0,0,30,12,
B001,L00482,T00390,P01,S03,1,30,0,0,30,12,
B001,L00483,T00391,P01,S03,1,30,0,0,30,12,
B001,L00484,T00407,SV02,S01,1,180,0,0,180,30,
B001,L00485,T00408,SV02,S01,1,180,0,0,180,30,
B001,L00486,T00409,SV02,S01,1,180,0,0,180,30,
B001,L00487,T00410,SV02,S01,1,180,0,0,180,30,
B001,L00488,T00411,SV02,S01,1,180,0,0,180,30,
B001,L00489,T00412,SV02,S01,1,180,0,0,180,30,
B001,L00490,T00413,SV02,S01,1,180,0,0,180,30,
B001,L00491,T00414,SV02,S01,1,180,0,0,180,30,
B001,L00492,T00415,SV02,S01,1,180,0,0,180,30,
B001,L00493,T00416,SV02,S01,1,180,0,0,180,30,
B001,L00494,T00417,SV01,S01,1,70,0,0,70,5,
B001,L00495,T00418,SV01,S01,1,70,0,0,70,5,
B001,L00496,T00419,SV01,S01,1,70,0,0,70,5,
B001,L00497,T00420,SV01,S01,1,70,0,0,70,5,
B001,L00498,T00421,SV01,S01,1,70,0,0,70,5,
B001,L00499,T00422,SV01,S01,1,70,0,0,70,5,
B001,L00500,T00423,SV01,S01,1,70,0,0,70,5,
B001,L00501,T00424,SV01,S01,1,70,0,0,70,5,
B001,L00502,T00425,SV01,S01,1,70,0,0,70,5,
B001,L00503,T00426,SV01,S01,1,70,0,0,70,5,
B001,L00504,T00407,P01,S01,1,30,0,0,30,12,
B001,L00505,T00408,P01,S01,1,30,0,0,30,12,
B001,L00506,T00409,P01,S01,1,30,0,0,30,12,
B001,L00507,T00410,P01,S01,1,30,0,0,30,12,
B001,L00508,T00411,P01,S01,1,30,0,0,30,12,
B001,L00509,T00427,SV02,S02,1,180,0,0,180,30,
B001,L00510,T00428,SV02,S02,1,180,0,0,180,30,
B001,L00511,T00429,SV02,S02,1,180,0,0,180,30,
B001,L00512,T00430,SV02,S02,1,180,0,0,180,30,
B001,L00513,T00431,SV02,S02,1,180,0,0,180,30,
B001,L00514,T00432,SV02,S02,1,180,0,0,180,30,
B001,L00515,T00433,SV02,S02,1,180,0,0,180,30,
B001,L00516,T00434,SV02,S02,1,180,0,0,180,30,
B001,L00517,T00435,SV02,S02,1,180,0,0,180,30,
B001,L00518,T00436,SV02,S02,1,180,0,0,180,30,
B001,L00519,T00437,SV01,S02,1,70,0,0,70,5,
B001,L00520,T00438,SV01,S02,1,70,0,0,70,5,
B001,L00521,T00439,SV01,S02,1,70,0,0,70,5,
B001,L00522,T00440,SV01,S02,1,70,0,0,70,5,
B001,L00523,T00441,SV01,S02,1,70,0,0,70,5,
B001,L00524,T00442,SV01,S02,1,70,0,0,70,5,
B001,L00525,T00443,SV01,S02,1,70,0,0,70,5,
B001,L00526,T00444,SV01,S02,1,70,0,0,70,5,
B001,L00527,T00445,SV01,S02,1,70,0,0,70,5,
B001,L00528,T00446,SV01,S02,1,70,0,0,70,5,
B001,L00529,T00427,P01,S02,1,30,0,0,30,12,
B001,L00530,T00428,P01,S02,1,30,0,0,30,12,
B001,L00531,T00429,P01,S02,1,30,0,0,30,12,
B001,L00532,T00447,SV02,S03,1,180,0,0,180,30,
B001,L00533,T00448,SV02,S03,1,180,0,0,180,30,
B001,L00534,T00449,SV02,S03,1,180,0,0,180,30,
B001,L00535,T00450,SV02,S03,1,180,0,0,180,30,
B001,L00536,T00451,SV02,S03,1,180,0,0,180,30,
B001,L00537,T00452,SV02,S03,1,180,0,0,180,30,
B001,L00538,T00453,SV02,S03,1,180,0,0,180,30,
B001,L00539,T00454,SV02,S03,1,180,0,0,180,30,
B001,L00540,T00455,SV02,S03,1,180,0,0,180,30,
B001,L00541,T00456,SV02,S03,1,180,0,0,180,30,
B001,L00542,T00457,SV02,S03,1,180,0,0,180,30,
B001,L00543,T00458,SV02,S03,1,180,0,0,180,30,
B001,L00544,T00459,SV01,S03,1,70,0,0,70,5,
B001,L00545,T00460,SV01,S03,1,70,0,0,70,5,
B001,L00546,T00461,SV01,S03,1,70,0,0,70,5,
B001,L00547,T00462,SV01,S03,1,70,0,0,70,5,
B001,L00548,T00463,SV01,S03,1,70,0,0,70,5,
B001,L00549,T00464,SV01,S03,1,70,0,0,70,5,
B001,L00550,T00447,P01,S03,1,30,0,0,30,12,
B001,L00551,T00448,P01,S03,1,30,0,0,30,12,
B001,L00552,T00449,P01,S03,1,30,0,0,30,12,
B001,L00553,T00465,SV02,S01,1,180,0,0,180,30,
B001,L00554,T00466,SV02,S01,1,180,0,0,180,30,
B001,L00555,T00467,SV02,S01,1,180,0,0,180,30,
B001,L00556,T00468,SV02,S01,1,180,0,0,180,30,
B001,L00557,T00469,SV02,S01,1,180,0,0,180,30,
B001,L00558,T00470,SV02,S01,1,180,0,0,180,30,
B001,L00559,T00471,SV02,S01,1,180,0,0,180,30,
B001,L00560,T00472,SV02,S01,1,180,0,0,180,30,
B001,L00561,T00473,SV02,S01,1,180,0,0,180,30,
B001,L00562,T00474,SV02,S01,1,180,0,0,180,30,
B001,L00563,T00475,SV01,S01,1,70,0,0,70,5,
B001,L00564,T00476,SV01,S01,1,70,0,0,70,5,
B001,L00565,T00477,SV01,S01,1,70,0,0,70,5,
B001,L00566,T00478,SV01,S01,1,70,0,0,70,5,
B001,L00567,T00479,SV01,S01,1,70,0,0,70,5,
B001,L00568,T00480,SV01,S01,1,70,0,0,70,5,
B001,L00569,T00481,SV01,S01,1,70,0,0,70,5,
B001,L00570,T00482,SV01,S01,1,70,0,0,70,5,
B001,L00571,T00483,SV01,S01,1,70,0,0,70,5,
B001,L00572,T00484,SV01,S01,1,70,0,0,70,5,
B001,L00573,T00465,P01,S01,1,30,0,0,30,12,
B001,L00574,T00466,P01,S01,1,30,0,0,30,12,
B001,L00575,T00467,P01,S01,1,30,0,0,30,12,
B001,L00576,T00468,P01,S01,1,30,0,0,30,12,
B001,L00577,T00469,P01,S01,1,30,0,0,30,12,
B001,L00578,T00485,SV02,S02,1,180,0,0,180,30,
B001,L00579,T00486,SV02,S02,1,180,0,0,180,30,
B001,L00580,T00487,SV02,S02,1,180,0,0,180,30,
B001,L00581,T00488,SV02,S02,1,180,0,0,180,30,
B001,L00582,T00489,SV02,S02,1,180,0,0,180,30,
B001,L00583,T00490,SV02,S02,1,180,0,0,180,30,
B001,L00584,T00491,SV02,S02,1,180,0,0,180,30,
B001,L00585,T00492,SV02,S02,1,180,0,0,180,30,
B001,L00586,T00493,SV02,S02,1,180,0,0,180,30,
B001,L00587,T00494,SV02,S02,1,180,0,0,180,30,
B001,L00588,T00495,SV01,S02,1,70,0,0,70,5,
B001,L00589,T00496,SV01,S02,1,70,0,0,70,5,
B001,L00590,T00497,SV01,S02,1,70,0,0,70,5,
B001,L00591,T00498,SV01,S02,1,70,0,0,70,5,
B001,L00592,T00499,SV01,S02,1,70,0,0,70,5,
B001,L00593,T00500,SV01,S02,1,70,0,0,70,5,
B001,L00594,T00501,SV01,S02,1,70,0,0,70,5,
B001,L00595,T00502,SV01,S02,1,70,0,0,70,5,
B001,L00596,T00503,SV01,S02,1,70,0,0,70,5,
B001,L00597,T00504,SV01,S02,1,70,0,0,70,5,
B001,L00598,T00485,P01,S02,1,30,0,0,30,12,
B001,L00599,T00486,P01,S02,1,30,0,0,30,12,
B001,L00600,T00487,P01,S02,1,30,0,0,30,12,
B001,L00601,T00505,SV02,S03,1,180,0,0,180,30,
B001,L00602,T00506,SV02,S03,1,180,0,0,180,30,
B001,L00603,T00507,SV02,S03,1,180,0,0,180,30,
B001,L00604,T00508,SV02,S03,1,180,0,0,180,30,
B001,L00605,T00509,SV02,S03,1,180,0,0,180,30,
B001,L00606,T00510,SV02,S03,1,180,0,0,180,30,
B001,L00607,T00511,SV02,S03,1,180,0,0,180,30,
B001,L00608,T00512,SV02,S03,1,180,0,0,180,30,
B001,L00609,T00513,SV02,S03,1,180,0,0,180,30,
B001,L00610,T00514,SV02,S03,1,180,0,0,180,30,
B001,L00611,T00515,SV02,S03,1,180,0,0,180,30,
B001,L00612,T00516,SV02,S03,1,180,0,0,180,30,
B001,L00613,T00517,SV01,S03,1,70,0,0,70,5,
B001,L00614,T00518,SV01,S03,1,70,0,0,70,5,
B001,L00615,T00519,SV01,S03,1,70,0,0,70,5,
B001,L00616,T00520,SV01,S03,1,70,0,0,70,5,
B001,L00617,T00521,SV01,S03,1,70,0,0,70,5,
B001,L00618,T00522,SV01,S03,1,70,0,0,70,5,
B001,L00619,T00505,P01,S03,1,30,0,0,30,12,
B001,L00620,T00506,P01,S03,1,30,0,0,30,12,
B001,L00621,T00507,P01,S03,1,30,0,0,30,12,
B001,L00622,T00523,SV02,S01,1,180,0,0,180,30,
B001,L00623,T00524,SV02,S01,1,180,0,0,180,30,
B001,L00624,T00525,SV02,S01,1,180,0,0,180,30,
B001,L00625,T00526,SV02,S01,1,180,0,0,180,30,
B001,L00626,T00527,SV02,S01,1,180,0,0,180,30,
B001,L00627,T00528,SV02,S01,1,180,0,0,180,30,
B001,L00628,T00529,SV02,S01,1,180,0,0,180,30,
B001,L00629,T00530,SV02,S01,1,180,0,0,180,30,
B001,L00630,T00531,SV02,S01,1,180,0,0,180,30,
B001,L00631,T00532,SV02,S01,1,180,0,0,180,30,
B001,L00632,T00533,SV01,S01,1,70,0,0,70,5,
B001,L00633,T00534,SV01,S01,1,70,0,0,70,5,
B001,L00634,T00535,SV01,S01,1,70,0,0,70,5,
B001,L00635,T00536,SV01,S01,1,70,0,0,70,5,
B001,L00636,T00537,SV01,S01,1,70,0,0,70,5,
B001,L00637,T00538,SV01,S01,1,70,0,0,70,5,
B001,L00638,T00539,SV01,S01,1,70,0,0,70,5,
B001,L00639,T00540,SV01,S01,1,70,0,0,70,5,
B001,L00640,T00541,SV01,S01,1,70,0,0,70,5,
B001,L00641,T00542,SV01,S01,1,70,0,0,70,5,
B001,L00642,T00523,P01,S01,1,30,0,0,30,12,
B001,L00643,T00524,P01,S01,1,30,0,0,30,12,
B001,L00644,T00525,P01,S01,1,30,0,0,30,12,
B001,L00645,T00526,P01,S01,1,30,0,0,30,12,
B001,L00646,T00527,P01,S01,1,30,0,0,30,12,
B001,L00647,T00543,SV02,S02,1,180,0,0,180,30,
B001,L00648,T00544,SV02,S02,1,180,0,0,180,30,
B001,L00649,T00545,SV02,S02,1,180,0,0,180,30,
B001,L00650,T00546,SV02,S02,1,180,0,0,180,30,
B001,L00651,T00547,SV02,S02,1,180,0,0,180,30,
B001,L00652,T00548,SV02,S02,1,180,0,0,180,30,
B001,L00653,T00549,SV02,S02,1,180,0,0,180,30,
B001,L00654,T00550,SV02,S02,1,180,0,0,180,30,
B001,L00655,T00551,SV02,S02,1,180,0,0,180,30,
B001,L00656,T00552,SV02,S02,1,180,0,0,180,30,
B001,L00657,T00553,SV01,S02,1,70,0,0,70,5,
B001,L00658,T00554,SV01,S02,1,70,0,0,70,5,
B001,L00659,T00555,SV01,S02,1,70,0,0,70,5,
B001,L00660,T00556,SV01,S02,1,70,0,0,70,5,
B001,L00661,T00557,SV01,S02,1,70,0,0,70,5,
B001,L00662,T00558,SV01,S02,1,70,0,0,70,5,
B001,L00663,T00559,SV01,S02,1,70,0,0,70,5,
B001,L00664,T00560,SV01,S02,1,70,0,0,70,5,
B001,L00665,T00561,SV01,S02,1,70,0,0,70,5,
B001,L00666,T00562,SV01,S02,1,70,0,0,70,5,
B001,L00667,T00543,P01,S02,1,30,0,0,30,12,
B001,L00668,T00544,P01,S02,1,30,0,0,30,12,
B001,L00669,T00545,P01,S02,1,30,0,0,30,12,
B001,L00670,T00563,SV02,S03,1,180,0,0,180,30,
B001,L00671,T00564,SV02,S03,1,180,0,0,180,30,
B001,L00672,T00565,SV02,S03,1,180,0,0,180,30,
B001,L00673,T00566,SV02,S03,1,180,0,0,180,30,
B001,L00674,T00567,SV02,S03,1,180,0,0,180,30,
B001,L00675,T00568,SV02,S03,1,180,0,0,180,30,
B001,L00676,T00569,SV02,S03,1,180,0,0,180,30,
B001,L00677,T00570,SV02,S03,1,180,0,0,180,30,
B001,L00678,T00571,SV02,S03,1,180,0,0,180,30,
B001,L00679,T00572,SV02,S03,1,180,0,0,180,30,
B001,L00680,T00573,SV02,S03,1,180,0,0,180,30,
B001,L00681,T00574,SV02,S03,1,180,0,0,180,30,
B001,L00682,T00575,SV01,S03,1,70,0,0,70,5,
B001,L00683,T00576,SV01,S03,1,70,0,0,70,5,
B001,L00684,T00577,SV01,S03,1,70,0,0,70,5,
B001,L00685,T00578,SV01,S03,1,70,0,0,70,5,
B001,L00686,T00579,SV01,S03,1,70,0,0,70,5,
B001,L00687,T00580,SV01,S03,1,70,0,0,70,5,
B001,L00688,T00563,P01,S03,1,30,0,0,30,12,
B001,L00689,T00564,P01,S03,1,30,0,0,30,12,
B001,L00690,T00565,P01,S03,1,30,0,0,30,12,
B001,L00691,T00581,SV02,S01,1,180,0,0,180,30,
B001,L00692,T00582,SV02,S01,1,180,0,0,180,30,
B001,L00693,T00583,SV02,S01,1,180,0,0,180,30,
B001,L00694,T00584,SV02,S01,1,180,0,0,180,30,
B001,L00695,T00585,SV02,S01,1,180,0,0,180,30,
B001,L00696,T00586,SV02,S01,1,180,0,0,180,30,
B001,L00697,T00587,SV02,S01,1,180,0,0,180,30,
B001,L00698,T00588,SV02,S01,1,180,0,0,180,30,
B001,L00699,T00589,SV02,S01,1,180,0,0,180,30,
B001,L00700,T00590,SV02,S01,1,180,0,0,180,30,
B001,L00701,T00591,SV01,S01,1,70,0,0,70,5,
B001,L00702,T00592,SV01,S01,1,70,0,0,70,5,
B001,L00703,T00593,SV01,S01,1,70,0,0,70,5,
B001,L00704,T00594,SV01,S01,1,70,0,0,70,5,
B001,L00705,T00595,SV01,S01,1,70,0,0,70,5,
B001,L00706,T00596,SV01,S01,1,70,0,0,70,5,
B001,L00707,T00597,SV01,S01,1,70,0,0,70,5,
B001,L00708,T00598,SV01,S01,1,70,0,0,70,5,
B001,L00709,T00599,SV01,S01,1,70,0,0,70,5,
B001,L00710,T00600,SV01,S01,1,70,0,0,70,5,
B001,L00711,T00581,P01,S01,1,30,0,0,30,12,
B001,L00712,T00582,P01,S01,1,30,0,0,30,12,
B001,L00713,T00583,P01,S01,1,30,0,0,30,12,
B001,L00714,T00584,P01,S01,1,30,0,0,30,12,
B001,L00715,T00585,P01,S01,1,30,0,0,30,12,
B001,L00716,T00601,SV02,S02,1,180,0,0,180,30,
B001,L00717,T00602,SV02,S02,1,180,0,0,180,30,
B001,L00718,T00603,SV02,S02,1,180,0,0,180,30,
B001,L00719,T00604,SV02,S02,1,180,0,0,180,30,
B001,L00720,T00605,SV02,S02,1,180,0,0,180,30,
B001,L00721,T00606,SV02,S02,1,180,0,0,180,30,
B001,L00722,T00607,SV02,S02,1,180,0,0,180,30,
B001,L00723,T00608,SV02,S02,1,180,0,0,180,30,
B001,L00724,T00609,SV02,S02,1,180,0,0,180,30,
B001,L00725,T00610,SV02,S02,1,180,0,0,180,30,
B001,L00726,T00611,SV01,S02,1,70,0,0,70,5,
B001,L00727,T00612,SV01,S02,1,70,0,0,70,5,
B001,L00728,T00613,SV01,S02,1,70,0,0,70,5,
B001,L00729,T00614,SV01,S02,1,70,0,0,70,5,
B001,L00730,T00615,SV01,S02,1,70,0,0,70,5,
B001,L00731,T00616,SV01,S02,1,70,0,0,70,5,
B001,L00732,T00617,SV01,S02,1,70,0,0,70,5,
B001,L00733,T00618,SV01,S02,1,70,0,0,70,5,
B001,L00734,T00619,SV01,S02,1,70,0,0,70,5,
B001,L00735,T00620,SV01,S02,1,70,0,0,70,5,
B001,L00736,T00601,P01,S02,1,30,0,0,30,12,
B001,L00737,T00602,P01,S02,1,30,0,0,30,12,
B001,L00738,T00603,P01,S02,1,30,0,0,30,12,
B001,L00739,T00621,SV02,S03,1,180,0,0,180,30,
B001,L00740,T00622,SV02,S03,1,180,0,0,180,30,
B001,L00741,T00623,SV02,S03,1,180,0,0,180,30,
B001,L00742,T00624,SV02,S03,1,180,0,0,180,30,
B001,L00743,T00625,SV02,S03,1,180,0,0,180,30,
B001,L00744,T00626,SV02,S03,1,180,0,0,180,30,
B001,L00745,T00627,SV02,S03,1,180,0,0,180,30,
B001,L00746,T00628,SV02,S03,1,180,0,0,180,30,
B001,L00747,T00629,SV02,S03,1,180,0,0,180,30,
B001,L00748,T00630,SV02,S03,1,180,0,0,180,30,
B001,L00749,T00631,SV02,S03,1,180,0,0,180,30,
B001,L00750,T00632,SV02,S03,1,180,0,0,180,30,
B001,L00751,T00633,SV01,S03,1,70,0,0,70,5,
B001,L00752,T00634,SV01,S03,1,70,0,0,70,5,
B001,L00753,T00635,SV01,S03,1,70,0,0,70,5,
B001,L00754,T00636,SV01,S03,1,70,0,0,70,5,
B001,L00755,T00637,SV01,S03,1,70,0,0,70,5,
B001,L00756,T00638,SV01,S03,1,70,0,0,70,5,
B001,L00757,T00621,P01,S03,1,30,0,0,30,12,
B001,L00758,T00622,P01,S03,1,30,0,0,30,12,
B001,L00759,T00623,P01,S03,1,30,0,0,30,12,
B001,L00760,T00639,SV02,S01,1,180,0,0,180,30,
B001,L00761,T00640,SV02,S01,1,180,0,0,180,30,
B001,L00762,T00641,SV02,S01,1,180,0,0,180,30,
B001,L00763,T00642,SV01,S01,1,70,0,0,70,5,
B001,L00764,T00643,SV01,S01,1,70,0,0,70,5,
B001,L00765,T00644,SV01,S01,1,70,0,0,70,5,
B001,L00766,T00645,SV01,S01,1,70,0,0,70,5,
B001,L00767,T00646,SV01,S01,1,70,0,0,70,5,
B001,L00768,T00647,SV01,S01,1,70,0,0,70,5,
B001,L00769,T00648,SV01,S01,1,70,0,0,70,5,
B001,L00770,T00649,SV01,S01,1,70,0,0,70,5,
B001,L00771,T00650,SV01,S01,1,70,0,0,70,5,
B001,L00772,T00651,SV01,S01,1,70,0,0,70,5,
B001,L00773,T00652,SV01,S01,1,70,0,0,70,5,
B001,L00774,T00653,SV01,S01,1,70,0,0,70,5,
B001,L00775,T00639,P01,S01,1,30,0,0,30,12,
B001,L00776,T00654,SV02,S02,1,180,0,0,180,30,
B001,L00777,T00655,SV02,S02,1,180,0,0,180,30,
B001,L00778,T00656,SV02,S02,1,180,0,0,180,30,
B001,L00779,T00657,SV02,S02,1,180,0,0,180,30,
B001,L00780,T00658,SV02,S02,1,180,0,0,180,30,
B001,L00781,T00659,SV02,S02,1,180,0,0,180,30,
B001,L00782,T00660,SV02,S02,1,180,0,0,180,30,
B001,L00783,T00661,SV02,S02,1,180,0,0,180,30,
B001,L00784,T00662,SV02,S02,1,180,0,0,180,30,
B001,L00785,T00663,SV02,S02,1,180,0,0,180,30,
B001,L00786,T00664,SV01,S02,1,70,0,0,70,5,
B001,L00787,T00665,SV01,S02,1,70,0,0,70,5,
B001,L00788,T00666,SV01,S02,1,70,0,0,70,5,
B001,L00789,T00667,SV01,S02,1,70,0,0,70,5,
B001,L00790,T00668,SV01,S02,1,70,0,0,70,5,
B001,L00791,T00669,SV01,S02,1,70,0,0,70,5,
B001,L00792,T00670,SV01,S02,1,70,0,0,70,5,
B001,L00793,T00671,SV01,S02,1,70,0,0,70,5,
B001,L00794,T00672,SV01,S02,1,70,0,0,70,5,
B001,L00795,T00673,SV01,S02,1,70,0,0,70,5,
B001,L00796,T00654,P01,S02,1,30,0,0,30,12,
B001,L00797,T00655,P01,S02,1,30,0,0,30,12,
B001,L00798,T00656,P01,S02,1,30,0,0,30,12,
B001,L00799,T00674,SV02,S03,1,180,0,0,180,30,
B001,L00800,T00675,SV02,S03,1,180,0,0,180,30,
B001,L00801,T00676,SV02,S03,1,180,0,0,180,30,
B001,L00802,T00677,SV02,S03,1,180,0,0,180,30,
B001,L00803,T00678,SV02,S03,1,180,0,0,180,30,
B001,L00804,T00679,SV02,S03,1,180,0,0,180,30,
B001,L00805,T00680,SV02,S03,1,180,0,0,180,30,
B001,L00806,T00681,SV02,S03,1,180,0,0,180,30,
B001,L00807,T00682,SV02,S03,1,180,0,0,180,30,
B001,L00808,T00683,SV02,S03,1,180,0,0,180,30,
B001,L00809,T00684,SV02,S03,1,180,0,0,180,30,
B001,L00810,T00685,SV02,S03,1,180,0,0,180,30,
B001,L00811,T00686,SV01,S03,1,70,0,0,70,5,
B001,L00812,T00687,SV01,S03,1,70,0,0,70,5,
B001,L00813,T00688,SV01,S03,1,70,0,0,70,5,
B001,L00814,T00689,SV01,S03,1,70,0,0,70,5,
B001,L00815,T00690,SV01,S03,1,70,0,0,70,5,
B001,L00816,T00691,SV01,S03,1,70,0,0,70,5,
B001,L00817,T00674,P01,S03,1,30,0,0,30,12,
B001,L00818,T00675,P01,S03,1,30,0,0,30,12,
B001,L00819,T00676,P01,S03,1,30,0,0,30,12,
B001,L00820,T00692,SV02,S01,1,180,0,0,180,30,
B001,L00821,T00693,SV02,S01,1,180,0,0,180,30,
B001,L00822,T00694,SV02,S01,1,180,0,0,180,30,
B001,L00823,T00695,SV02,S01,1,180,0,0,180,30,
B001,L00824,T00696,SV02,S01,1,180,0,0,180,30,
B001,L00825,T00697,SV02,S01,1,180,0,0,180,30,
B001,L00826,T00698,SV02,S01,1,180,0,0,180,30,
B001,L00827,T00699,SV02,S01,1,180,0,0,180,30,
B001,L00828,T00700,SV02,S01,1,180,0,0,180,30,
B001,L00829,T00701,SV02,S01,1,180,0,0,180,30,
B001,L00830,T00702,SV01,S01,1,70,0,0,70,5,
B001,L00831,T00703,SV01,S01,1,70,0,0,70,5,
B001,L00832,T00704,SV01,S01,1,70,0,0,70,5,
B001,L00833,T00705,SV01,S01,1,70,0,0,70,5,
B001,L00834,T00706,SV01,S01,1,70,0,0,70,5,
B001,L00835,T00707,SV01,S01,1,70,0,0,70,5,
B001,L00836,T00708,SV01,S01,1,70,0,0,70,5,
B001,L00837,T00709,SV01,S01,1,70,0,0,70,5,
B001,L00838,T00710,SV01,S01,1,70,0,0,70,5,
B001,L00839,T00711,SV01,S01,1,70,0,0,70,5,
B001,L00840,T00692,P01,S01,1,30,0,0,30,12,
B001,L00841,T00693,P01,S01,1,30,0,0,30,12,
B001,L00842,T00694,P01,S01,1,30,0,0,30,12,
B001,L00843,T00695,P01,S01,1,30,0,0,30,12,
B001,L00844,T00696,P01,S01,1,30,0,0,30,12,
B001,L00845,T00712,SV02,S02,1,180,0,0,180,30,
B001,L00846,T00713,SV02,S02,1,180,0,0,180,30,
B001,L00847,T00714,SV02,S02,1,180,0,0,180,30,
B001,L00848,T00715,SV02,S02,1,180,0,0,180,30,
B001,L00849,T00716,SV02,S02,1,180,0,0,180,30,
B001,L00850,T00717,SV02,S02,1,180,0,0,180,30,
B001,L00851,T00718,SV02,S02,1,180,0,0,180,30,
B001,L00852,T00719,SV02,S02,1,180,0,0,180,30,
B001,L00853,T00720,SV02,S02,1,180,0,0,180,30,
B001,L00854,T00721,SV02,S02,1,180,0,0,180,30,
B001,L00855,T00722,SV01,S02,1,70,0,0,70,5,
B001,L00856,T00723,SV01,S02,1,70,0,0,70,5,
B001,L00857,T00724,SV01,S02,1,70,0,0,70,5,
B001,L00858,T00725,SV01,S02,1,70,0,0,70,5,
B001,L00859,T00726,SV01,S02,1,70,0,0,70,5,
B001,L00860,T00727,SV01,S02,1,70,0,0,70,5,
B001,L00861,T00728,SV01,S02,1,70,0,0,70,5,
B001,L00862,T00729,SV01,S02,1,70,0,0,70,5,
B001,L00863,T00730,SV01,S02,1,70,0,0,70,5,
B001,L00864,T00731,SV01,S02,1,70,0,0,70,5,
B001,L00865,T00712,P01,S02,1,30,0,0,30,12,
B001,L00866,T00713,P01,S02,1,30,0,0,30,12,
B001,L00867,T00714,P01,S02,1,30,0,0,30,12,
B001,L00868,T00732,SV02,S03,1,180,0,0,180,30,
B001,L00869,T00733,SV02,S03,1,180,0,0,180,30,
B001,L00870,T00734,SV02,S03,1,180,0,0,180,30,
B001,L00871,T00735,SV02,S03,1,180,0,0,180,30,
B001,L00872,T00736,SV02,S03,1,180,0,0,180,30,
B001,L00873,T00737,SV02,S03,1,180,0,0,180,30,
B001,L00874,T00738,SV02,S03,1,180,0,0,180,30,
B001,L00875,T00739,SV02,S03,1,180,0,0,180,30,
B001,L00876,T00740,SV02,S03,1,180,0,0,180,30,
B001,L00877,T00741,SV02,S03,1,180,0,0,180,30,
B001,L00878,T00742,SV02,S03,1,180,0,0,180,30,
B001,L00879,T00743,SV02,S03,1,180,0,0,180,30,
B001,L00880,T00744,SV01,S03,1,70,0,0,70,5,
B001,L00881,T00745,SV01,S03,1,70,0,0,70,5,
B001,L00882,T00746,SV01,S03,1,70,0,0,70,5,
B001,L00883,T00747,SV01,S03,1,70,0,0,70,5,
B001,L00884,T00748,SV01,S03,1,70,0,0,70,5,
B001,L00885,T00749,SV01,S03,1,70,0,0,70,5,
B001,L00886,T00732,P01,S03,1,30,0,0,30,12,
B001,L00887,T00733,P01,S03,1,30,0,0,30,12,
B001,L00888,T00734,P01,S03,1,30,0,0,30,12,
B001,L00889,T00750,SV01,S02,1,70,0,0,70,5,
B001,L00890,T00751,P02,S02,1,25,5,0,20,10,
B001,L00891,T00752,P02,S02,0,0,0,5,-5,0,L00890
B001,L00892,T00753,P03,S02,1,40,0,0,40,16,
B001,L00893,T00754,P03,S02,1,0,0,40,-40,-16,L00892
B001,L00894,T00755,SV02,S02,1,180,0,0,180,30,
B001,L00895,T00755,SV01,S02,1,70,0,0,70,5,
B001,L00896,T00756,SV01,S01,1,70,0,0,70,5,
B001,L00897,T00757,SV01,S01,1,70,0,0,70,5,
B001,L00898,T00758,SV01,S01,1,70,0,0,70,5,
