customer_id,customer_name,email,first_completed_visit_date,first_visit_source,preferred_staff_name,contact_permission
C0332,Chloe Patel,customer0332@example.com,4/5/2026,Appointment history,Sarah,yes
C0333,Zoe Patel,customer0333@example.com,5/5/2026,Appointment history,Matthew,yes
C0334,Lily Patel,customer0334@example.com,8/5/2026,Appointment history,Matthew,yes
C0335,Emily Patel,customer0335@example.com,4/5/2026,Appointment history,Matthew,yes
C0336,Sophie Patel,customer0336@example.com,6/5/2026,Appointment history,Matthew,yes
C0337,Ella Patel,customer0337@example.com,4/5/2026,Appointment history,Matthew,yes
C0338,Ruby Patel,customer0338@example.com,4/5/2026,Appointment history,Matthew,yes
C0339,Lucy Patel,customer0339@example.com,4/5/2026,Appointment history,Sam,yes
C0340,Jessica Patel,customer0340@example.com,6/5/2026,Appointment history,Matthew,yes
C0341,Emma Patel,customer0341@example.com,5/5/2026,Appointment history,Sam,yes
C0342,Hannah Patel,customer0342@example.com,11/5/2026,Appointment history,Sarah,yes
C0343,Sienna Patel,customer0343@example.com,11/5/2026,Appointment history,Matthew,yes
C0344,Sofia Patel,customer0344@example.com,13/5/2026,Appointment history,Sarah,yes
C0345,Noah Patel,customer0345@example.com,13/5/2026,Appointment history,Sam,yes
C0346,Oliver Patel,customer0346@example.com,12/5/2026,Appointment history,Sam,yes
C0347,Jack Patel,customer0347@example.com,12/5/2026,Appointment history,Matthew,yes
C0348,Henry Patel,customer0348@example.com,15/5/2026,Appointment history,Sam,yes
C0349,Leo Patel,customer0349@example.com,13/5/2026,Appointment history,Matthew,yes
C0350,Liam Patel,customer0350@example.com,13/5/2026,Appointment history,Matthew,yes
C0351,Lucas Patel,customer0351@example.com,13/5/2026,Appointment history,Matthew,yes
C0352,William Patel,customer0352@example.com,15/5/2026,Appointment history,Sarah,yes
C0353,James Patel,customer0353@example.com,12/5/2026,Appointment history,Sarah,yes
C0354,Ethan Patel,customer0354@example.com,11/5/2026,Appointment history,Matthew,yes
C0355,Aria Patel,customer0355@example.com,12/5/2026,Appointment history,Sarah,yes
C0356,Layla Patel,customer0356@example.com,13/5/2026,Appointment history,Sam,yes
C0357,Harper Patel,customer0357@example.com,12/5/2026,Appointment history,Sarah,yes
C0358,Alice Patel,customer0358@example.com,13/5/2026,Appointment history,Sarah,yes
C0359,Ivy Patel,customer0359@example.com,11/5/2026,Appointment history,Sarah,yes
C0360,Willow Patel,customer0360@example.com,11/5/2026,Appointment history,Sam,yes
C0361,Olivia Martin,customer0361@example.com,20/5/2026,Appointment history,Sam,yes
C0362,Amelia Martin,customer0362@example.com,19/5/2026,Appointment history,Matthew,yes
C0363,Charlotte Martin,customer0363@example.com,20/5/2026,Appointment history,Sam,yes
C0364,Isla Martin,customer0364@example.com,19/5/2026,Appointment history,Sam,yes
C0365,Mia Martin,customer0365@example.com,18/5/2026,Appointment history,Sam,yes
C0366,Ava Martin,customer0366@example.com,19/5/2026,Appointment history,Sam,yes
C0367,Grace Martin,customer0367@example.com,22/5/2026,Appointment history,Matthew,yes
C0368,Chloe Martin,customer0368@example.com,19/5/2026,Appointment history,Sarah,yes
C0369,Zoe Martin,customer0369@example.com,22/5/2026,Appointment history,Matthew,yes
C0370,Lily Martin,customer0370@example.com,18/5/2026,Appointment history,Sam,yes
C0371,Emily Martin,customer0371@example.com,19/5/2026,Appointment history,Matthew,yes
C0372,Sophie Martin,customer0372@example.com,18/5/2026,Appointment history,Sarah,yes
C0373,Ella Martin,customer0373@example.com,19/5/2026,Appointment history,Sam,yes
C0374,Ruby Martin,customer0374@example.com,19/5/2026,Appointment history,Matthew,yes
C0375,Lucy Martin,customer0375@example.com,18/5/2026,Appointment history,Matthew,yes
C0376,Jessica Martin,customer0376@example.com,19/5/2026,Appointment history,Sarah,yes
C0377,Emma Martin,customer0377@example.com,20/5/2026,Appointment history,Sarah,yes
C0378,Hannah Martin,customer0378@example.com,22/5/2026,Appointment history,Sarah,yes
C0379,Sienna Martin,customer0379@example.com,26/5/2026,Appointment history,Sarah,yes
C0380,Sofia Martin,customer0380@example.com,27/5/2026,Appointment history,Sarah,yes
C0381,Noah Martin,customer0381@example.com,27/5/2026,Appointment history,Matthew,yes
C0382,Oliver Martin,customer0382@example.com,25/5/2026,Appointment history,Sarah,yes
C0383,Jack Martin,customer0383@example.com,26/5/2026,Appointment history,Matthew,yes
C0384,Henry Martin,customer0384@example.com,26/5/2026,Appointment history,Sarah,yes
C0385,Leo Martin,customer0385@example.com,26/5/2026,Appointment history,Sam,yes
C0386,Liam Martin,customer0386@example.com,25/5/2026,Appointment history,Sam,yes
C0387,Lucas Martin,customer0387@example.com,27/5/2026,Appointment history,Sarah,yes
C0388,William Martin,customer0388@example.com,25/5/2026,Appointment history,Matthew,yes
C0389,James Martin,customer0389@example.com,26/5/2026,Appointment history,Sam,yes
C0390,Ethan Martin,customer0390@example.com,26/5/2026,Appointment history,Sarah,yes
C0391,Aria Martin,customer0391@example.com,27/5/2026,Appointment history,Sam,yes
C0392,Layla Martin,customer0392@example.com,29/5/2026,Appointment history,Matthew,yes
C0393,Harper Martin,customer0393@example.com,25/5/2026,Appointment history,Matthew,yes
C0394,Alice Martin,customer0394@example.com,25/5/2026,Appointment history,Sarah,yes
C0395,Ivy Martin,customer0395@example.com,26/5/2026,Appointment history,Sam,yes
C0396,Willow Martin,customer0396@example.com,27/5/2026,Appointment history,Sarah,yes
C0397,Olivia Thompson,customer0397@example.com,27/5/2026,Appointment history,Sarah,yes
C0398,Amelia Thompson,customer0398@example.com,27/5/2026,Appointment history,Sam,yes
C0399,Charlotte Thompson,customer0399@example.com,3/6/2026,Appointment history,Matthew,yes
C0400,Isla Thompson,customer0400@example.com,5/6/2026,Appointment history,Sam,yes
C0401,Mia Thompson,customer0401@example.com,2/6/2026,Appointment history,Sarah,yes
C0402,Ava Thompson,customer0402@example.com,2/6/2026,Appointment history,Sam,yes
C0403,Grace Thompson,customer0403@example.com,2/6/2026,Appointment history,Matthew,yes
C0404,Chloe Thompson,customer0404@example.com,2/6/2026,Appointment history,Sam,yes
C0405,Zoe Thompson,customer0405@example.com,2/6/2026,Appointment history,Sarah,yes
C0406,Lily Thompson,customer0406@example.com,5/6/2026,Appointment history,Sam,yes
C0407,Emily Thompson,customer0407@example.com,3/6/2026,Appointment history,Sam,yes
C0408,Sophie Thompson,customer0408@example.com,3/6/2026,Appointment history,Matthew,yes
C0409,Ella Thompson,customer0409@example.com,2/6/2026,Appointment history,Sarah,yes
C0410,Ruby Thompson,customer0410@example.com,1/6/2026,Appointment history,Sam,yes
C0411,Lucy Thompson,customer0411@example.com,1/6/2026,Appointment history,Matthew,yes
C0412,Jessica Thompson,customer0412@example.com,3/6/2026,Appointment history,Matthew,yes
C0413,Emma Thompson,customer0413@example.com,3/6/2026,Appointment history,Matthew,yes
C0414,Hannah Thompson,customer0414@example.com,2/6/2026,Appointment history,Sarah,yes
C0415,Sienna Thompson,customer0415@example.com,2/6/2026,Appointment history,Sarah,yes
C0416,Sofia Thompson,customer0416@example.com,3/6/2026,Appointment history,Matthew,yes
C0417,Noah Thompson,customer0417@example.com,2/6/2026,Appointment history,Sarah,yes
C0418,Oliver Thompson,customer0418@example.com,5/6/2026,Appointment history,Matthew,yes
C0419,Jack Thompson,customer0419@example.com,8/6/2026,Appointment history,Matthew,yes
C0420,Henry Thompson,customer0420@example.com,8/6/2026,Appointment history,Sam,yes
C0421,Leo Thompson,customer0421@example.com,8/6/2026,Appointment history,Matthew,yes
C0422,Liam Thompson,customer0422@example.com,10/6/2026,Appointment history,Matthew,yes
C0423,Lucas Thompson,customer0423@example.com,9/6/2026,Appointment history,Sam,yes
C0424,William Thompson,customer0424@example.com,10/6/2026,Appointment history,Sam,yes
C0425,James Thompson,customer0425@example.com,10/6/2026,Appointment history,Matthew,yes
C0426,Ethan Thompson,customer0426@example.com,9/6/2026,Appointment history,Matthew,yes
C0427,Aria Thompson,customer0427@example.com,10/6/2026,Appointment history,Sarah,yes
C0428,Layla Thompson,customer0428@example.com,10/6/2026,Appointment history,Sarah,yes
C0429,Harper Thompson,customer0429@example.com,9/6/2026,Appointment history,Sam,yes
C0430,Alice Thompson,customer0430@example.com,8/6/2026,Appointment history,Sarah,yes
C0431,Ivy Thompson,customer0431@example.com,10/6/2026,Appointment history,Sarah,yes
C0432,Willow Thompson,customer0432@example.com,12/6/2026,Appointment history,Matthew,yes
C0433,Olivia Anderson,customer0433@example.com,10/6/2026,Appointment history,Matthew,yes
C0434,Amelia Anderson,customer0434@example.com,10/6/2026,Appointment history,Sarah,yes
C0435,Charlotte Anderson,customer0435@example.com,9/6/2026,Appointment history,Sarah,yes
C0436,Isla Anderson,customer0436@example.com,8/6/2026,Appointment history,Sarah,yes
C0437,Mia Anderson,customer0437@example.com,12/6/2026,Appointment history,Sam,yes
C0438,Ava Anderson,customer0438@example.com,17/6/2026,Appointment history,Sarah,yes
C0439,Grace Anderson,customer0439@example.com,15/6/2026,Appointment history,Sarah,yes
C0440,Chloe Anderson,customer0440@example.com,16/6/2026,Appointment history,Matthew,yes
C0441,Zoe Anderson,customer0441@example.com,17/6/2026,Appointment history,Matthew,yes
C0442,Lily Anderson,customer0442@example.com,19/6/2026,Appointment history,Matthew,yes
C0443,Emily Anderson,customer0443@example.com,17/6/2026,Appointment history,Matthew,yes
C0444,Sophie Anderson,customer0444@example.com,16/6/2026,Appointment history,Sam,yes
C0445,Ella Anderson,customer0445@example.com,17/6/2026,Appointment history,Matthew,yes
C0446,Ruby Anderson,customer0446@example.com,16/6/2026,Appointment history,Matthew,yes
C0447,Lucy Anderson,customer0447@example.com,16/6/2026,Appointment history,Sam,yes
C0448,Jessica Anderson,customer0448@example.com,15/6/2026,Appointment history,Sarah,yes
C0449,Emma Anderson,customer0449@example.com,17/6/2026,Appointment history,Sarah,yes
C0450,Hannah Anderson,customer0450@example.com,17/6/2026,Appointment history,Matthew,yes
C0451,Sienna Anderson,customer0451@example.com,19/6/2026,Appointment history,Sarah,yes
C0452,Sofia Anderson,customer0452@example.com,17/6/2026,Appointment history,Sam,yes
C0453,Noah Anderson,customer0453@example.com,17/6/2026,Appointment history,Matthew,yes
C0454,Oliver Anderson,customer0454@example.com,17/6/2026,Appointment history,Sam,yes
C0455,Jack Anderson,customer0455@example.com,16/6/2026,Appointment history,Matthew,yes
C0456,Henry Anderson,customer0456@example.com,17/6/2026,Appointment history,Matthew,yes
C0457,Leo Anderson,customer0457@example.com,16/6/2026,Appointment history,Matthew,yes
C0458,Liam Anderson,customer0458@example.com,19/6/2026,Appointment history,Matthew,yes
C0459,Lucas Anderson,customer0459@example.com,22/6/2026,Appointment history,Sam,yes
C0460,William Anderson,customer0460@example.com,23/6/2026,Appointment history,Sarah,yes
C0461,James Anderson,customer0461@example.com,26/6/2026,Appointment history,Sam,yes
C0462,Ethan Anderson,customer0462@example.com,23/6/2026,Appointment history,Sarah,yes
C0463,Aria Anderson,customer0463@example.com,26/6/2026,Appointment history,Sarah,yes
C0464,Layla Anderson,customer0464@example.com,22/6/2026,Appointment history,Matthew,yes
C0465,Harper Anderson,customer0465@example.com,24/6/2026,Appointment history,Matthew,yes
C0466,Alice Anderson,customer0466@example.com,23/6/2026,Appointment history,Sarah,yes
C0467,Ivy Anderson,customer0467@example.com,22/6/2026,Appointment history,Matthew,yes
C0468,Willow Anderson,customer0468@example.com,23/6/2026,Appointment history,Sarah,yes
C0469,Olivia Walker,customer0469@example.com,24/6/2026,Appointment history,Sam,yes
C0470,Amelia Walker,customer0470@example.com,22/6/2026,Appointment history,Sarah,yes
C0471,Charlotte Walker,customer0471@example.com,24/6/2026,Appointment history,Sarah,yes
C0472,Isla Walker,customer0472@example.com,24/6/2026,Appointment history,Sarah,yes
C0473,Mia Walker,customer0473@example.com,23/6/2026,Appointment history,Sarah,yes
C0474,Ava Walker,customer0474@example.com,23/6/2026,Appointment history,Sarah,yes
C0475,Grace Walker,customer0475@example.com,24/6/2026,Appointment history,Sam,yes
C0476,Chloe Walker,customer0476@example.com,26/6/2026,Appointment history,Matthew,yes
C0477,Zoe Walker,customer0477@example.com,23/6/2026,Appointment history,Sam,yes
C0478,Lily Walker,customer0478@example.com,30/6/2026,Appointment history,Sam,yes
C0479,Emily Walker,customer0479@example.com,30/6/2026,Appointment history,Sarah,yes
C0480,Sophie Walker,customer0480@example.com,29/6/2026,Appointment history,Matthew,yes
C0481,Ella Walker,customer0481@example.com,30/6/2026,Appointment history,Sarah,yes
C0482,Ruby Walker,customer0482@example.com,29/6/2026,Appointment history,Sarah,yes
C0483,Lucy Walker,customer0483@example.com,3/7/2026,Appointment history,Sam,yes
C0484,Jessica Walker,customer0484@example.com,29/6/2026,Appointment history,Matthew,yes
C0485,Emma Walker,customer0485@example.com,30/6/2026,Appointment history,Matthew,yes
C0486,Hannah Walker,customer0486@example.com,30/6/2026,Appointment history,Sam,yes
C0487,Sienna Walker,customer0487@example.com,30/6/2026,Appointment history,Matthew,yes
C0488,Sofia Walker,customer0488@example.com,30/6/2026,Appointment history,Sarah,yes
C0489,Noah Walker,customer0489@example.com,30/6/2026,Appointment history,Matthew,yes
C0490,Oliver Walker,customer0490@example.com,30/6/2026,Appointment history,Sam,yes
C0491,Jack Walker,customer0491@example.com,30/6/2026,Appointment history,Sam,yes
C0492,Henry Walker,customer0492@example.com,29/6/2026,Appointment history,Sarah,yes
C0493,Leo Walker,customer0493@example.com,3/7/2026,Appointment history,Matthew,yes
C0494,Liam Walker,customer0494@example.com,7/7/2026,Appointment history,Sam,yes
C0495,Lucas Walker,customer0495@example.com,7/7/2026,Appointment history,Matthew,yes
C0496,William Walker,customer0496@example.com,7/7/2026,Appointment history,Sarah,yes
C0497,James Walker,customer0497@example.com,7/7/2026,Appointment history,Sam,yes
C0498,Ethan Walker,customer0498@example.com,6/7/2026,Appointment history,Sam,yes
C0499,Aria Walker,customer0499@example.com,7/7/2026,Appointment history,Sam,yes
C0500,Layla Walker,customer0500@example.com,8/7/2026,Appointment history,Matthew,yes
C0501,Harper Walker,customer0501@example.com,10/7/2026,Appointment history,Sam,yes
C0502,Alice Walker,customer0502@example.com,8/7/2026,Appointment history,Sam,yes
C0503,Ivy Walker,customer0503@example.com,7/7/2026,Appointment history,Matthew,yes
C0504,Willow Walker,customer0504@example.com,7/7/2026,Appointment history,Matthew,yes
C0505,Olivia Thomas,customer0505@example.com,7/7/2026,Appointment history,Sarah,yes
C0506,Amelia Thomas,customer0506@example.com,7/7/2026,Appointment history,Sarah,yes
C0507,Charlotte Thomas,customer0507@example.com,7/7/2026,Appointment history,Matthew,yes
C0508,Isla Thomas,customer0508@example.com,7/7/2026,Appointment history,Sarah,yes
C0509,Mia Thomas,customer0509@example.com,10/7/2026,Appointment history,Sam,yes
C0510,Ava Thomas,customer0510@example.com,10/7/2026,Appointment history,Matthew,yes
C0511,Grace Thomas,customer0511@example.com,14/7/2026,Appointment history,Sam,yes
C0512,Chloe Thomas,customer0512@example.com,14/7/2026,Appointment history,Sarah,yes
C0513,Zoe Thomas,customer0513@example.com,13/7/2026,Appointment history,Sam,yes
C0514,Lily Thomas,customer0514@example.com,15/7/2026,Appointment history,Sam,yes
C0515,Emily Thomas,customer0515@example.com,15/7/2026,Appointment history,Matthew,yes
C0516,Sophie Thomas,customer0516@example.com,13/7/2026,Appointment history,Sarah,yes
C0517,Ella Thomas,customer0517@example.com,14/7/2026,Appointment history,Sam,yes
C0518,Ruby Thomas,customer0518@example.com,15/7/2026,Appointment history,Sam,yes
C0519,Lucy Thomas,customer0519@example.com,17/7/2026,Appointment history,Sarah,yes
C0520,Jessica Thomas,customer0520@example.com,13/7/2026,Appointment history,Sam,yes
C0521,Emma Thomas,customer0521@example.com,15/7/2026,Appointment history,Sarah,yes
C0522,Hannah Thomas,customer0522@example.com,13/7/2026,Appointment history,Sarah,yes
C0523,Sienna Thomas,customer0523@example.com,13/7/2026,Appointment history,Sam,yes
C0524,Sofia Thomas,customer0524@example.com,15/7/2026,Appointment history,Sam,yes
C0525,Noah Thomas,customer0525@example.com,14/7/2026,Appointment history,Matthew,yes
C0526,Oliver Thomas,customer0526@example.com,17/7/2026,Appointment history,Matthew,yes
C0527,Jack Thomas,customer0527@example.com,14/7/2026,Appointment history,Sarah,yes
C0528,Henry Thomas,customer0528@example.com,15/7/2026,Appointment history,Matthew,yes
C0529,Leo Thomas,customer0529@example.com,14/7/2026,Appointment history,Sam,yes
C0530,Liam Thomas,customer0530@example.com,14/7/2026,Appointment history,Sam,yes
C0531,Lucas Thomas,customer0531@example.com,24/7/2026,Appointment history,Sarah,yes
C0532,William Thomas,customer0532@example.com,22/7/2026,Appointment history,Matthew,yes
C0533,James Thomas,customer0533@example.com,22/7/2026,Appointment history,Sam,yes
C0534,Ethan Thomas,customer0534@example.com,24/7/2026,Appointment history,Matthew,yes
C0535,Aria Thomas,customer0535@example.com,22/7/2026,Appointment history,Matthew,yes
C0536,Layla Thomas,customer0536@example.com,22/7/2026,Appointment history,Sarah,yes
C0537,Harper Thomas,customer0537@example.com,24/7/2026,Appointment history,Sam,yes
C0538,Alice Thomas,customer0538@example.com,20/7/2026,Appointment history,Matthew,yes
C0539,Ivy Thomas,customer0539@example.com,22/7/2026,Appointment history,Sam,yes
C0540,Willow Thomas,customer0540@example.com,22/7/2026,Appointment history,Matthew,yes
C0541,Olivia White,customer0541@example.com,20/7/2026,Appointment history,Sam,yes
C0542,Amelia White,customer0542@example.com,20/7/2026,Appointment history,Sam,yes
C0543,Charlotte White,customer0543@example.com,21/7/2026,Appointment history,Matthew,yes
C0544,Isla White,customer0544@example.com,21/7/2026,Appointment history,Matthew,yes
C0545,Mia White,customer0545@example.com,24/7/2026,Appointment history,Matthew,yes
C0546,Ava White,customer0546@example.com,22/7/2026,Appointment history,Matthew,yes
C0547,Grace White,customer0547@example.com,21/7/2026,Appointment history,Sarah,yes
C0548,Chloe White,customer0548@example.com,22/7/2026,Appointment history,Sam,yes
C0549,Zoe White,customer0549@example.com,20/7/2026,Appointment history,Sarah,yes
C0550,Lily White,customer0550@example.com,24/7/2026,Appointment history,Matthew,yes
C0551,Emily White,customer0551@example.com,28/7/2026,Appointment history,Matthew,yes
C0552,Sophie White,customer0552@example.com,28/7/2026,Appointment history,Sam,yes
C0553,Ella White,customer0553@example.com,31/7/2026,Appointment history,Sam,yes
C0554,Ruby White,customer0554@example.com,28/7/2026,Appointment history,Sarah,yes
C0555,Lucy White,customer0555@example.com,27/7/2026,Appointment history,Matthew,yes
C0556,Jessica White,customer0556@example.com,29/7/2026,Appointment history,Matthew,yes
C0557,Emma White,customer0557@example.com,27/7/2026,Appointment history,Sarah,yes
C0558,Hannah White,customer0558@example.com,27/7/2026,Appointment history,Sarah,yes
C0559,Sienna White,customer0559@example.com,28/7/2026,Appointment history,Matthew,yes
C0560,Sofia White,customer0560@example.com,27/7/2026,Appointment history,Sarah,yes
C0561,Noah White,customer0561@example.com,29/7/2026,Appointment history,Sam,yes
C0562,Oliver White,customer0562@example.com,29/7/2026,Appointment history,Sarah,yes
C0563,Jack White,customer0563@example.com,28/7/2026,Appointment history,Sarah,yes
C0564,Henry White,customer0564@example.com,29/7/2026,Appointment history,Matthew,yes
C0565,Leo White,customer0565@example.com,28/7/2026,Appointment history,Matthew,yes
C0566,Liam White,customer0566@example.com,28/7/2026,Appointment history,Sam,yes
C0567,Lucas White,customer0567@example.com,28/7/2026,Appointment history,Sarah,yes
C0568,William White,customer0568@example.com,29/7/2026,Appointment history,Sarah,yes
C0569,James White,customer0569@example.com,27/7/2026,Appointment history,Sarah,yes
C0570,Ethan White,customer0570@example.com,4/8/2026,Appointment history,Matthew,yes
C0571,Aria White,customer0571@example.com,4/8/2026,Appointment history,Sarah,yes
C0572,Layla White,customer0572@example.com,3/8/2026,Appointment history,Matthew,yes
C0573,Harper White,customer0573@example.com,4/8/2026,Appointment history,Sarah,yes
C0574,Alice White,customer0574@example.com,7/8/2026,Appointment history,Matthew,yes
C0575,Ivy White,customer0575@example.com,4/8/2026,Appointment history,Matthew,yes
C0576,Willow White,customer0576@example.com,4/8/2026,Appointment history,Matthew,yes
C0577,Olivia Harris,customer0577@example.com,7/8/2026,Appointment history,Matthew,yes
C0578,Amelia Harris,customer0578@example.com,3/8/2026,Appointment history,Matthew,yes
C0579,Charlotte Harris,customer0579@example.com,3/8/2026,Appointment history,Sam,yes
C0580,Isla Harris,customer0580@example.com,5/8/2026,Appointment history,Sam,yes
C0581,Mia Harris,customer0581@example.com,3/8/2026,Appointment history,Sam,yes
C0582,Ava Harris,customer0582@example.com,4/8/2026,Appointment history,Matthew,yes
C0583,Grace Harris,customer0583@example.com,7/8/2026,Appointment history,Sarah,yes
C0584,Chloe Harris,customer0584@example.com,4/8/2026,Appointment history,Sam,yes
C0585,Zoe Harris,customer0585@example.com,4/8/2026,Appointment history,Sam,yes
C0586,Lily Harris,customer0586@example.com,3/8/2026,Appointment history,Matthew,yes
C0587,Emily Harris,customer0587@example.com,5/8/2026,Appointment history,Sarah,yes
C0588,Sophie Harris,customer0588@example.com,5/8/2026,Appointment history,Matthew,yes
C0589,Ella Harris,customer0589@example.com,4/8/2026,Appointment history,Sarah,yes
C0590,Ruby Harris,customer0590@example.com,13/8/2026,Appointment history,Matthew,yes
C0591,Lucy Harris,customer0591@example.com,12/8/2026,Appointment history,Sam,yes
C0592,Jessica Harris,customer0592@example.com,11/8/2026,Appointment history,Sam,yes
C0593,Emma Harris,customer0593@example.com,14/8/2026,Appointment history,Sarah,yes
C0594,Hannah Harris,customer0594@example.com,13/8/2026,Appointment history,Sam,yes
C0595,Sienna Harris,customer0595@example.com,14/8/2026,Appointment history,Sarah,yes
C0596,Sofia Harris,customer0596@example.com,12/8/2026,Appointment history,Sam,yes
C0597,Noah Harris,customer0597@example.com,10/8/2026,Appointment history,Sarah,yes
C0598,Oliver Harris,customer0598@example.com,11/8/2026,Appointment history,Matthew,yes
C0599,Jack Harris,customer0599@example.com,13/8/2026,Appointment history,Sam,yes
C0600,Henry Harris,customer0600@example.com,11/8/2026,Appointment history,Matthew,yes
C0601,Leo Harris,customer0601@example.com,12/8/2026,Appointment history,Sam,yes
C0602,Liam Harris,customer0602@example.com,11/8/2026,Appointment history,Sam,yes
C0603,Lucas Harris,customer0603@example.com,10/8/2026,Appointment history,Sam,yes
C0604,William Harris,customer0604@example.com,11/8/2026,Appointment history,Sam,yes
C0605,James Harris,customer0605@example.com,12/8/2026,Appointment history,Sarah,yes
C0606,Ethan Harris,customer0606@example.com,13/8/2026,Appointment history,Matthew,yes
C0607,Aria Harris,customer0607@example.com,12/8/2026,Appointment history,Sarah,yes
C0608,Layla Harris,customer0608@example.com,14/8/2026,Appointment history,Matthew,yes
C0609,Harper Harris,customer0609@example.com,12/8/2026,Appointment history,Sam,yes
C0610,Alice Harris,customer0610@example.com,12/8/2026,Appointment history,Matthew,yes
C0611,Ivy Harris,customer0611@example.com,13/8/2026,Appointment history,Sam,yes
C0612,Willow Harris,customer0612@example.com,11/8/2026,Appointment history,Sam,yes
C0613,Olivia Tran,customer0613@example.com,19/8/2026,Appointment history,Sam,yes
C0614,Amelia Tran,customer0614@example.com,17/8/2026,Appointment history,Sarah,yes
C0615,Charlotte Tran,customer0615@example.com,19/8/2026,Appointment history,Matthew,yes
C0616,Isla Tran,customer0616@example.com,20/8/2026,Appointment history,Sarah,yes
C0617,Mia Tran,customer0617@example.com,18/8/2026,Appointment history,Sarah,yes
C0618,Ava Tran,customer0618@example.com,18/8/2026,Appointment history,Sam,yes
C0619,Grace Tran,customer0619@example.com,19/8/2026,Appointment history,Sam,yes
C0620,Chloe Tran,customer0620@example.com,18/8/2026,Appointment history,Matthew,yes
C0621,Zoe Tran,customer0621@example.com,19/8/2026,Appointment history,Matthew,yes
C0622,Lily Tran,customer0622@example.com,19/8/2026,Appointment history,Sarah,yes
C0623,Emily Tran,customer0623@example.com,19/8/2026,Appointment history,Sam,yes
C0624,Sophie Tran,customer0624@example.com,17/8/2026,Appointment history,Sam,yes
C0625,Ella Tran,customer0625@example.com,20/8/2026,Appointment history,Matthew,yes
C0626,Ruby Tran,customer0626@example.com,20/8/2026,Appointment history,Sam,yes
C0627,Lucy Tran,customer0627@example.com,17/8/2026,Appointment history,Sarah,yes
C0628,Jessica Tran,customer0628@example.com,18/8/2026,Appointment history,Sarah,yes
C0629,Emma Tran,customer0629@example.com,19/8/2026,Appointment history,Sam,yes
C0630,Hannah Tran,customer0630@example.com,21/8/2026,Appointment history,Sam,yes
C0631,Sienna Tran,customer0631@example.com,18/8/2026,Appointment history,Sarah,yes
C0632,Sofia Tran,customer0632@example.com,18/8/2026,Appointment history,Sam,yes
C0633,Noah Tran,customer0633@example.com,18/8/2026,Appointment history,Sam,yes
C0634,Oliver Tran,customer0634@example.com,19/8/2026,Appointment history,Sam,yes
C0635,Jack Tran,customer0635@example.com,21/8/2026,Appointment history,Matthew,yes
C0636,Henry Tran,customer0636@example.com,19/8/2026,Appointment history,Sam,yes
C0637,Leo Tran,customer0637@example.com,17/8/2026,Appointment history,Sam,yes
C0638,Liam Tran,customer0638@example.com,27/8/2026,Appointment history,Sam,yes
C0639,Lucas Tran,customer0639@example.com,27/8/2026,Appointment history,Sarah,yes
C0640,William Tran,customer0640@example.com,26/8/2026,Appointment history,Sam,yes
C0641,James Tran,customer0641@example.com,25/8/2026,Appointment history,Matthew,yes
C0642,Ethan Tran,customer0642@example.com,27/8/2026,Appointment history,Sam,yes
C0643,Aria Tran,customer0643@example.com,26/8/2026,Appointment history,Sarah,yes
C0644,Layla Tran,customer0644@example.com,26/8/2026,Appointment history,Matthew,yes
C0645,Harper Tran,customer0645@example.com,28/8/2026,Appointment history,Sam,yes
C0646,Alice Tran,customer0646@example.com,26/8/2026,Appointment history,Sarah,yes
C0647,Ivy Tran,customer0647@example.com,24/8/2026,Appointment history,Matthew,yes
C0648,Willow Tran,customer0648@example.com,27/8/2026,Appointment history,Matthew,yes
C0649,Olivia Clark,customer0649@example.com,26/8/2026,Appointment history,Sarah,yes
C0650,Amelia Clark,customer0650@example.com,25/8/2026,Appointment history,Sarah,yes
C0651,Charlotte Clark,customer0651@example.com,26/8/2026,Appointment history,Matthew,yes
C0652,Isla Clark,customer0652@example.com,28/8/2026,Appointment history,Sarah,yes
C0653,Mia Clark,customer0653@example.com,26/8/2026,Appointment history,Sarah,yes
C0654,Ava Clark,customer0654@example.com,26/8/2026,Appointment history,Sam,yes
C0655,Grace Clark,customer0655@example.com,24/8/2026,Appointment history,Sam,yes
C0656,Chloe Clark,customer0656@example.com,24/8/2026,Appointment history,Sarah,yes
C0657,Zoe Clark,customer0657@example.com,27/8/2026,Appointment history,Sam,yes
C0658,Lily Clark,customer0658@example.com,27/8/2026,Appointment history,Sam,yes
C0659,Emily Clark,customer0659@example.com,26/8/2026,Appointment history,Sarah,yes
C0660,Sophie Clark,customer0660@example.com,28/8/2026,Appointment history,Sam,yes
C0661,Ella Clark,customer0661@example.com,25/8/2026,Appointment history,Sarah,yes
C0662,Ruby Clark,customer0662@example.com,4/9/2026,Appointment history,Sam,yes
C0663,Lucy Clark,customer0663@example.com,2/9/2026,Appointment history,Sam,yes
C0664,Jessica Clark,customer0664@example.com,1/9/2026,Appointment history,Matthew,yes
C0665,Emma Clark,customer0665@example.com,3/9/2026,Appointment history,Sam,yes
C0666,Hannah Clark,customer0666@example.com,3/9/2026,Appointment history,Matthew,yes
C0667,Sienna Clark,customer0667@example.com,1/9/2026,Appointment history,Matthew,yes
C0668,Sofia Clark,customer0668@example.com,3/9/2026,Appointment history,Matthew,yes
C0669,Noah Clark,customer0669@example.com,2/9/2026,Appointment history,Sarah,yes
C0670,Oliver Clark,customer0670@example.com,2/9/2026,Appointment history,Matthew,yes
