capacity_id,staff_name,work_date,week_start,shift_start,shift_end,bookable_hours
CP0270,Sam,17/7/2026,13/7/2026,2026-07-17T09:00:00,2026-07-17T15:00:00,6
CP0271,Sarah,20/7/2026,20/7/2026,2026-07-20T09:00:00,2026-07-20T17:00:00,8
CP0272,Sarah,21/7/2026,20/7/2026,2026-07-21T09:00:00,2026-07-21T17:00:00,8
CP0273,Sarah,22/7/2026,20/7/2026,2026-07-22T09:00:00,2026-07-22T17:00:00,8
CP0274,Sarah,23/7/2026,20/7/2026,2026-07-23T09:00:00,2026-07-23T17:00:00,8
CP0275,Sarah,24/7/2026,20/7/2026,2026-07-24T09:00:00,2026-07-24T15:00:00,6
CP0276,Matthew,20/7/2026,20/7/2026,2026-07-20T09:00:00,2026-07-20T17:00:00,8
CP0277,Matthew,21/7/2026,20/7/2026,2026-07-21T09:00:00,2026-07-21T17:00:00,8
CP0278,Matthew,22/7/2026,20/7/2026,2026-07-22T09:00:00,2026-07-22T17:00:00,8
CP0279,Matthew,23/7/2026,20/7/2026,2026-07-23T09:00:00,2026-07-23T17:00:00,8
CP0280,Matthew,24/7/2026,20/7/2026,2026-07-24T09:00:00,2026-07-24T15:00:00,6
CP0281,Sam,20/7/2026,20/7/2026,2026-07-20T09:00:00,2026-07-20T17:00:00,8
CP0282,Sam,21/7/2026,20/7/2026,2026-07-21T09:00:00,2026-07-21T17:00:00,8
CP0283,Sam,22/7/2026,20/7/2026,2026-07-22T09:00:00,2026-07-22T17:00:00,8
CP0284,Sam,23/7/2026,20/7/2026,2026-07-23T09:00:00,2026-07-23T17:00:00,8
CP0285,Sam,24/7/2026,20/7/2026,2026-07-24T09:00:00,2026-07-24T15:00:00,6
CP0286,Sarah,27/7/2026,27/7/2026,2026-07-27T09:00:00,2026-07-27T17:00:00,8
CP0287,Sarah,28/7/2026,27/7/2026,2026-07-28T09:00:00,2026-07-28T17:00:00,8
CP0288,Sarah,29/7/2026,27/7/2026,2026-07-29T09:00:00,2026-07-29T17:00:00,8
CP0289,Sarah,30/7/2026,27/7/2026,2026-07-30T09:00:00,2026-07-30T17:00:00,8
CP0290,Sarah,31/7/2026,27/7/2026,2026-07-31T09:00:00,2026-07-31T15:00:00,6
CP0291,Matthew,27/7/2026,27/7/2026,2026-07-27T09:00:00,2026-07-27T17:00:00,8
CP0292,Matthew,28/7/2026,27/7/2026,2026-07-28T09:00:00,2026-07-28T17:00:00,8
CP0293,Matthew,29/7/2026,27/7/2026,2026-07-29T09:00:00,2026-07-29T17:00:00,8
CP0294,Matthew,30/7/2026,27/7/2026,2026-07-30T09:00:00,2026-07-30T17:00:00,8
CP0295,Matthew,31/7/2026,27/7/2026,2026-07-31T09:00:00,2026-07-31T15:00:00,6
CP0296,Sam,27/7/2026,27/7/2026,2026-07-27T09:00:00,2026-07-27T17:00:00,8
CP0297,Sam,28/7/2026,27/7/2026,2026-07-28T09:00:00,2026-07-28T17:00:00,8
CP0298,Sam,29/7/2026,27/7/2026,2026-07-29T09:00:00,2026-07-29T17:00:00,8
CP0299,Sam,30/7/2026,27/7/2026,2026-07-30T09:00:00,2026-07-30T17:00:00,8
CP0300,Sam,31/7/2026,27/7/2026,2026-07-31T09:00:00,2026-07-31T15:00:00,6
CP0301,Sarah,3/8/2026,3/8/2026,2026-08-03T09:00:00,2026-08-03T17:00:00,8
CP0302,Sarah,4/8/2026,3/8/2026,2026-08-04T09:00:00,2026-08-04T17:00:00,8
CP0303,Sarah,5/8/2026,3/8/2026,2026-08-05T09:00:00,2026-08-05T17:00:00,8
CP0304,Sarah,6/8/2026,3/8/2026,2026-08-06T09:00:00,2026-08-06T17:00:00,8
CP0305,Sarah,7/8/2026,3/8/2026,2026-08-07T09:00:00,2026-08-07T15:00:00,6
CP0306,Matthew,3/8/2026,3/8/2026,2026-08-03T09:00:00,2026-08-03T17:00:00,8
CP0307,Matthew,4/8/2026,3/8/2026,2026-08-04T09:00:00,2026-08-04T17:00:00,8
CP0308,Matthew,5/8/2026,3/8/2026,2026-08-05T09:00:00,2026-08-05T17:00:00,8
CP0309,Matthew,6/8/2026,3/8/2026,2026-08-06T09:00:00,2026-08-06T17:00:00,8
CP0310,Matthew,7/8/2026,3/8/2026,2026-08-07T09:00:00,2026-08-07T15:00:00,6
CP0311,Sam,3/8/2026,3/8/2026,2026-08-03T09:00:00,2026-08-03T17:00:00,8
CP0312,Sam,4/8/2026,3/8/2026,2026-08-04T09:00:00,2026-08-04T17:00:00,8
CP0313,Sam,5/8/2026,3/8/2026,2026-08-05T09:00:00,2026-08-05T17:00:00,8
CP0314,Sam,6/8/2026,3/8/2026,2026-08-06T09:00:00,2026-08-06T17:00:00,8
CP0315,Sam,7/8/2026,3/8/2026,2026-08-07T09:00:00,2026-08-07T15:00:00,6
CP0316,Sarah,10/8/2026,10/8/2026,2026-08-10T09:00:00,2026-08-10T17:00:00,8
CP0317,Sarah,11/8/2026,10/8/2026,2026-08-11T09:00:00,2026-08-11T17:00:00,8
CP0318,Sarah,12/8/2026,10/8/2026,2026-08-12T09:00:00,2026-08-12T17:00:00,8
CP0319,Sarah,13/8/2026,10/8/2026,2026-08-13T09:00:00,2026-08-13T17:00:00,8
CP0320,Sarah,14/8/2026,10/8/2026,2026-08-14T09:00:00,2026-08-14T15:00:00,6
CP0321,Matthew,10/8/2026,10/8/2026,2026-08-10T09:00:00,2026-08-10T17:00:00,8
CP0322,Matthew,11/8/2026,10/8/2026,2026-08-11T09:00:00,2026-08-11T17:00:00,8
CP0323,Matthew,12/8/2026,10/8/2026,2026-08-12T09:00:00,2026-08-12T17:00:00,8
CP0324,Matthew,13/8/2026,10/8/2026,2026-08-13T09:00:00,2026-08-13T17:00:00,8
CP0325,Matthew,14/8/2026,10/8/2026,2026-08-14T09:00:00,2026-08-14T15:00:00,6
CP0326,Sam,10/8/2026,10/8/2026,2026-08-10T09:00:00,2026-08-10T17:00:00,8
CP0327,Sam,11/8/2026,10/8/2026,2026-08-11T09:00:00,2026-08-11T17:00:00,8
CP0328,Sam,12/8/2026,10/8/2026,2026-08-12T09:00:00,2026-08-12T17:00:00,8
CP0329,Sam,13/8/2026,10/8/2026,2026-08-13T09:00:00,2026-08-13T17:00:00,8
CP0330,Sam,14/8/2026,10/8/2026,2026-08-14T09:00:00,2026-08-14T15:00:00,6
CP0331,Sarah,17/8/2026,17/8/2026,2026-08-17T09:00:00,2026-08-17T17:00:00,8
CP0332,Sarah,18/8/2026,17/8/2026,2026-08-18T09:00:00,2026-08-18T17:00:00,8
CP0333,Sarah,19/8/2026,17/8/2026,2026-08-19T09:00:00,2026-08-19T17:00:00,8
CP0334,Sarah,20/8/2026,17/8/2026,2026-08-20T09:00:00,2026-08-20T17:00:00,8
CP0335,Sarah,21/8/2026,17/8/2026,2026-08-21T09:00:00,2026-08-21T15:00:00,6
CP0336,Matthew,17/8/2026,17/8/2026,2026-08-17T09:00:00,2026-08-17T17:00:00,8
CP0337,Matthew,18/8/2026,17/8/2026,2026-08-18T09:00:00,2026-08-18T17:00:00,8
CP0338,Matthew,19/8/2026,17/8/2026,2026-08-19T09:00:00,2026-08-19T17:00:00,8
CP0339,Matthew,20/8/2026,17/8/2026,2026-08-20T09:00:00,2026-08-20T17:00:00,8
CP0340,Matthew,21/8/2026,17/8/2026,2026-08-21T09:00:00,2026-08-21T15:00:00,6
CP0341,Sam,17/8/2026,17/8/2026,2026-08-17T09:00:00,2026-08-17T17:00:00,8
CP0342,Sam,18/8/2026,17/8/2026,2026-08-18T09:00:00,2026-08-18T17:00:00,8
CP0343,Sam,19/8/2026,17/8/2026,2026-08-19T09:00:00,2026-08-19T17:00:00,8
CP0344,Sam,20/8/2026,17/8/2026,2026-08-20T09:00:00,2026-08-20T17:00:00,8
CP0345,Sam,21/8/2026,17/8/2026,2026-08-21T09:00:00,2026-08-21T15:00:00,6
CP0346,Sarah,24/8/2026,24/8/2026,2026-08-24T09:00:00,2026-08-24T17:00:00,8
CP0347,Sarah,25/8/2026,24/8/2026,2026-08-25T09:00:00,2026-08-25T17:00:00,8
CP0348,Sarah,26/8/2026,24/8/2026,2026-08-26T09:00:00,2026-08-26T17:00:00,8
CP0349,Sarah,27/8/2026,24/8/2026,2026-08-27T09:00:00,2026-08-27T17:00:00,8
CP0350,Sarah,28/8/2026,24/8/2026,2026-08-28T09:00:00,2026-08-28T15:00:00,6
CP0351,Matthew,24/8/2026,24/8/2026,2026-08-24T09:00:00,2026-08-24T17:00:00,8
CP0352,Matthew,25/8/2026,24/8/2026,2026-08-25T09:00:00,2026-08-25T17:00:00,8
CP0353,Matthew,26/8/2026,24/8/2026,2026-08-26T09:00:00,2026-08-26T17:00:00,8
CP0354,Matthew,27/8/2026,24/8/2026,2026-08-27T09:00:00,2026-08-27T17:00:00,8
CP0355,Matthew,28/8/2026,24/8/2026,2026-08-28T09:00:00,2026-08-28T15:00:00,6
CP0356,Sam,24/8/2026,24/8/2026,2026-08-24T09:00:00,2026-08-24T17:00:00,8
CP0357,Sam,25/8/2026,24/8/2026,2026-08-25T09:00:00,2026-08-25T17:00:00,8
CP0358,Sam,26/8/2026,24/8/2026,2026-08-26T09:00:00,2026-08-26T17:00:00,8
CP0359,Sam,27/8/2026,24/8/2026,2026-08-27T09:00:00,2026-08-27T17:00:00,8
CP0360,Sam,28/8/2026,24/8/2026,2026-08-28T09:00:00,2026-08-28T15:00:00,6
CP0361,Sarah,31/8/2026,31/8/2026,2026-08-31T09:00:00,2026-08-31T17:00:00,8
CP0362,Sarah,1/9/2026,31/8/2026,2026-09-01T09:00:00,2026-09-01T17:00:00,8
CP0363,Sarah,2/9/2026,31/8/2026,2026-09-02T09:00:00,2026-09-02T17:00:00,8
CP0364,Sarah,3/9/2026,31/8/2026,2026-09-03T09:00:00,2026-09-03T17:00:00,8
CP0365,Sarah,4/9/2026,31/8/2026,2026-09-04T09:00:00,2026-09-04T15:00:00,6
CP0366,Matthew,31/8/2026,31/8/2026,2026-08-31T09:00:00,2026-08-31T17:00:00,8
CP0367,Matthew,1/9/2026,31/8/2026,2026-09-01T09:00:00,2026-09-01T17:00:00,8
CP0368,Matthew,2/9/2026,31/8/2026,2026-09-02T09:00:00,2026-09-02T17:00:00,8
CP0369,Matthew,3/9/2026,31/8/2026,2026-09-03T09:00:00,2026-09-03T17:00:00,8
CP0370,Matthew,4/9/2026,31/8/2026,2026-09-04T09:00:00,2026-09-04T15:00:00,6
CP0371,Sam,31/8/2026,31/8/2026,2026-08-31T09:00:00,2026-08-31T17:00:00,8
CP0372,Sam,1/9/2026,31/8/2026,2026-09-01T09:00:00,2026-09-01T17:00:00,8
CP0373,Sam,2/9/2026,31/8/2026,2026-09-02T09:00:00,2026-09-02T17:00:00,8
CP0374,Sam,3/9/2026,31/8/2026,2026-09-03T09:00:00,2026-09-03T17:00:00,8
CP0375,Sam,4/9/2026,31/8/2026,2026-09-04T09:00:00,2026-09-04T15:00:00,6
CP0376,Sarah,7/9/2026,7/9/2026,2026-09-07T09:00:00,2026-09-07T17:00:00,8
CP0377,Sarah,8/9/2026,7/9/2026,2026-09-08T09:00:00,2026-09-08T17:00:00,8
CP0378,Sarah,9/9/2026,7/9/2026,2026-09-09T09:00:00,2026-09-09T17:00:00,8
CP0379,Sarah,10/9/2026,7/9/2026,2026-09-10T09:00:00,2026-09-10T17:00:00,8
CP0380,Sarah,11/9/2026,7/9/2026,2026-09-11T09:00:00,2026-09-11T15:00:00,6
CP0381,Matthew,7/9/2026,7/9/2026,2026-09-07T09:00:00,2026-09-07T17:00:00,8
CP0382,Matthew,8/9/2026,7/9/2026,2026-09-08T09:00:00,2026-09-08T17:00:00,8
CP0383,Matthew,9/9/2026,7/9/2026,2026-09-09T09:00:00,2026-09-09T17:00:00,8
CP0384,Matthew,10/9/2026,7/9/2026,2026-09-10T09:00:00,2026-09-10T17:00:00,8
CP0385,Matthew,11/9/2026,7/9/2026,2026-09-11T09:00:00,2026-09-11T15:00:00,6
CP0386,Sam,7/9/2026,7/9/2026,2026-09-07T09:00:00,2026-09-07T17:00:00,8
CP0387,Sam,8/9/2026,7/9/2026,2026-09-08T09:00:00,2026-09-08T17:00:00,8
CP0388,Sam,9/9/2026,7/9/2026,2026-09-09T09:00:00,2026-09-09T17:00:00,8
CP0389,Sam,10/9/2026,7/9/2026,2026-09-10T09:00:00,2026-09-10T17:00:00,8
CP0390,Sam,11/9/2026,7/9/2026,2026-09-11T09:00:00,2026-09-11T15:00:00,6
CP0391,Sarah,14/9/2026,14/9/2026,2026-09-14T09:00:00,2026-09-14T17:00:00,8
CP0392,Sarah,15/9/2026,14/9/2026,2026-09-15T09:00:00,2026-09-15T17:00:00,8
CP0393,Sarah,16/9/2026,14/9/2026,2026-09-16T09:00:00,2026-09-16T17:00:00,8
CP0394,Sarah,17/9/2026,14/9/2026,2026-09-17T09:00:00,2026-09-17T17:00:00,8
CP0395,Sarah,18/9/2026,14/9/2026,2026-09-18T09:00:00,2026-09-18T15:00:00,6
CP0396,Matthew,14/9/2026,14/9/2026,2026-09-14T09:00:00,2026-09-14T17:00:00,8
CP0397,Matthew,15/9/2026,14/9/2026,2026-09-15T09:00:00,2026-09-15T17:00:00,8
CP0398,Matthew,16/9/2026,14/9/2026,2026-09-16T09:00:00,2026-09-16T17:00:00,8
CP0399,Matthew,17/9/2026,14/9/2026,2026-09-17T09:00:00,2026-09-17T17:00:00,8
CP0400,Matthew,18/9/2026,14/9/2026,2026-09-18T09:00:00,2026-09-18T15:00:00,6
CP0401,Sam,14/9/2026,14/9/2026,2026-09-14T09:00:00,2026-09-14T17:00:00,8
CP0402,Sam,15/9/2026,14/9/2026,2026-09-15T09:00:00,2026-09-15T17:00:00,8
CP0403,Sam,16/9/2026,14/9/2026,2026-09-16T09:00:00,2026-09-16T17:00:00,8
CP0404,Sam,17/9/2026,14/9/2026,2026-09-17T09:00:00,2026-09-17T17:00:00,8
CP0405,Sam,18/9/2026,14/9/2026,2026-09-18T09:00:00,2026-09-18T15:00:00,6
CP0406,Sarah,21/9/2026,21/9/2026,2026-09-21T09:00:00,2026-09-21T17:00:00,8
CP0407,Sarah,22/9/2026,21/9/2026,2026-09-22T09:00:00,2026-09-22T17:00:00,8
CP0408,Sarah,23/9/2026,21/9/2026,2026-09-23T09:00:00,2026-09-23T17:00:00,8
CP0409,Sarah,24/9/2026,21/9/2026,2026-09-24T09:00:00,2026-09-24T17:00:00,8
CP0410,Sarah,25/9/2026,21/9/2026,2026-09-25T09:00:00,2026-09-25T15:00:00,6
CP0411,Matthew,21/9/2026,21/9/2026,2026-09-21T09:00:00,2026-09-21T17:00:00,8
CP0412,Matthew,22/9/2026,21/9/2026,2026-09-22T09:00:00,2026-09-22T17:00:00,8
CP0413,Matthew,23/9/2026,21/9/2026,2026-09-23T09:00:00,2026-09-23T17:00:00,8
CP0414,Matthew,24/9/2026,21/9/2026,2026-09-24T09:00:00,2026-09-24T17:00:00,8
CP0415,Matthew,25/9/2026,21/9/2026,2026-09-25T09:00:00,2026-09-25T15:00:00,6
CP0416,Sam,21/9/2026,21/9/2026,2026-09-21T09:00:00,2026-09-21T17:00:00,8
CP0417,Sam,22/9/2026,21/9/2026,2026-09-22T09:00:00,2026-09-22T17:00:00,8
CP0418,Sam,23/9/2026,21/9/2026,2026-09-23T09:00:00,2026-09-23T17:00:00,8
CP0419,Sam,24/9/2026,21/9/2026,2026-09-24T09:00:00,2026-09-24T17:00:00,8
CP0420,Sam,25/9/2026,21/9/2026,2026-09-25T09:00:00,2026-09-25T15:00:00,6
